COUNTRY_CODE,COUNTRY_NAME,AREA_CODE,AREA_NAME,ADMIN_LEVEL,ITEM_CODE,ITEM_NAME,YEAR,AEREA_HARVESTED,SOURCE
BOL,Bolivia,BOL008,Santa Cruz,1,125,Cassava,Most recent,9749,AgroMapsAdm1
BOL,Bolivia,BOL009,Tarija,1,125,Cassava,Most recent,361,AgroMapsAdm1
BRA,Brazil,BRA001,Acre,1,125,Cassava,Most recent,18067,AgroMapsAdm1
BRA,Brazil,BRA002,Alagoas,1,125,Cassava,Most recent,25429,AgroMapsAdm1
BRA,Brazil,BRA003,Amapa,1,125,Cassava,Most recent,7256,AgroMapsAdm1
BRA,Brazil,BRA004,Amazonas,1,125,Cassava,Most recent,94154,AgroMapsAdm1
BRA,Brazil,BRA005,Bahia,1,125,Cassava,Most recent,286095,AgroMapsAdm1
BRA,Brazil,BRA006,Ceara,1,125,Cassava,Most recent,84481,AgroMapsAdm1
BRA,Brazil,BRA008,Espiritu Santo,1,125,Cassava,Most recent,18320,AgroMapsAdm1
BRA,Brazil,BRA009,Goias,1,125,Cassava,Most recent,16626,AgroMapsAdm1
BRA,Brazil,BRA010,Maranhao,1,125,Cassava,Most recent,135834,AgroMapsAdm1
BRA,Brazil,BRA011,Mato Grosso,1,125,Cassava,Most recent,35831,AgroMapsAdm1
BRA,Brazil,BRA012,Mato Grosso do Sul,1,125,Cassava,Most recent,28866,AgroMapsAdm1
BRA,Brazil,BRA013,Minas Gerais,1,125,Cassava,Most recent,69004,AgroMapsAdm1
BRA,Brazil,BRA014,Para,1,125,Cassava,Most recent,253760,AgroMapsAdm1
BRA,Brazil,BRA015,Paraiba,1,125,Cassava,Most recent,54555,AgroMapsAdm1
BRA,Brazil,BRA016,Parana,1,125,Cassava,Most recent,169772,AgroMapsAdm1
BRA,Brazil,BRA017,Pernambuco,1,125,Cassava,Most recent,45939,AgroMapsAdm1
BRA,Brazil,BRA018,Piaui,1,125,Cassava,Most recent,39694,AgroMapsAdm1
BRA,Brazil,BRA020,Rio Grande do Norte,1,125,Cassava,Most recent,36857,AgroMapsAdm1
BRA,Brazil,BRA021,Rio Grande do Sul,1,125,Cassava,Most recent,77540,AgroMapsAdm1
BRA,Brazil,BRA019,Rio de Janeiro,1,125,Cassava,Most recent,15497,AgroMapsAdm1
BRA,Brazil,BRA022,Rondonia,1,125,Cassava,Most recent,9507,AgroMapsAdm1
BRA,Brazil,BRA023,Roraima,1,125,Cassava,Most recent,4060,AgroMapsAdm1
BRA,Brazil,BRA024,Santa Catarina,1,125,Cassava,Most recent,48852,AgroMapsAdm1
BRA,Brazil,BRA025,Sao Paulo,1,125,Cassava,Most recent,45676,AgroMapsAdm1
BRA,Brazil,BRA026,Sergipe,1,125,Cassava,Most recent,22956,AgroMapsAdm1
BRA,Brazil,BRA027,Tocantins,1,125,Cassava,Most recent,20060,AgroMapsAdm1
CHL,Chile,CHL001,Aisen del General Carlos Ibanez del Campo,1,125,Cassava,Most recent,,AgroMapsAdm1
CHL,Chile,CHL002,Antofagasta,1,125,Cassava,Most recent,,AgroMapsAdm1
CHL,Chile,CHL003,Araucania,1,125,Cassava,Most recent,,AgroMapsAdm1
CHL,Chile,CHL004,Atacama,1,125,Cassava,Most recent,,AgroMapsAdm1
CHL,Chile,CHL005,Biobio,1,125,Cassava,Most recent,,AgroMapsAdm1
CHL,Chile,CHL006,Coquimbo,1,125,Cassava,Most recent,,AgroMapsAdm1
CHL,Chile,CHL007,Libertador General Bernardo O'Higgins,1,125,Cassava,Most recent,,AgroMapsAdm1
CHL,Chile,CHL008,Los Lagos,1,125,Cassava,Most recent,,AgroMapsAdm1
CHL,Chile,CHL009,Magallanes y Antartica Chilena,1,125,Cassava,Most recent,,AgroMapsAdm1
CHL,Chile,CHL010,Maule,1,125,Cassava,Most recent,,AgroMapsAdm1
CHL,Chile,CHL011,Region Metropolitana de Santiago,1,125,Cassava,Most recent,,AgroMapsAdm1
CHL,Chile,CHL012,Tarapaca,1,125,Cassava,Most recent,,AgroMapsAdm1
CHL,Chile,CHL013,Valparaiso,1,125,Cassava,Most recent,5.18,AgroMapsAdm1
COL,Colombia,COL001,Amazonas,1,125,Cassava,Most recent,199,AgroMapsAdm1
COL,Colombia,COL002,Antioquia,1,125,Cassava,Most recent,10386,AgroMapsAdm1
COL,Colombia,COL003,Arauca,1,125,Cassava,Most recent,3435,AgroMapsAdm1
COL,Colombia,COL005,Atlantico,1,125,Cassava,Most recent,6155,AgroMapsAdm1
COL,Colombia,COL006,Bolivar,1,125,Cassava,Most recent,15977,AgroMapsAdm1
COL,Colombia,COL007,Boyaca,1,125,Cassava,Most recent,2013,AgroMapsAdm1
COL,Colombia,COL008,Caldas,1,125,Cassava,Most recent,1777,AgroMapsAdm1
COL,Colombia,COL009,Caqueta,1,125,Cassava,Most recent,6381,AgroMapsAdm1
COL,Colombia,COL010,Casanare,1,125,Cassava,Most recent,1698,AgroMapsAdm1
COL,Colombia,COL011,Cauca,1,125,Cassava,Most recent,6449,AgroMapsAdm1
COL,Colombia,COL012,Cesar,1,125,Cassava,Most recent,6649,AgroMapsAdm1
COL,Colombia,COL013,Choco,1,125,Cassava,Most recent,1674,AgroMapsAdm1
COL,Colombia,COL014,Cordoba,1,125,Cassava,Most recent,15013,AgroMapsAdm1
COL,Colombia,COL015,Cundinamarca,1,125,Cassava,Most recent,4621,AgroMapsAdm1
COL,Colombia,COL016,Guainia,1,125,Cassava,Most recent,780,AgroMapsAdm1
COL,Colombia,COL017,Guaviare,1,125,Cassava,Most recent,983,AgroMapsAdm1
COL,Colombia,COL018,Huila,1,125,Cassava,Most recent,3982,AgroMapsAdm1
COL,Colombia,COL019,La Guajira,1,125,Cassava,Most recent,833,AgroMapsAdm1
COL,Colombia,COL020,Magdalena,1,125,Cassava,Most recent,13175,AgroMapsAdm1
COL,Colombia,COL021,Meta,1,125,Cassava,Most recent,5160,AgroMapsAdm1
COL,Colombia,COL022,Narino,1,125,Cassava,Most recent,827,AgroMapsAdm1
COL,Colombia,COL023,Norte de Santander,1,125,Cassava,Most recent,7564,AgroMapsAdm1
COL,Colombia,COL024,Putumayo,1,125,Cassava,Most recent,1742,AgroMapsAdm1
COL,Colombia,COL025,Quindio,1,125,Cassava,Most recent,958,AgroMapsAdm1
COL,Colombia,COL026,Risaralda,1,125,Cassava,Most recent,1084,AgroMapsAdm1
COL,Colombia,COL027,Santander,1,125,Cassava,Most recent,5313,AgroMapsAdm1
COL,Colombia,COL028,Sucre,1,125,Cassava,Most recent,25436,AgroMapsAdm1
COL,Colombia,COL029,Tolima,1,125,Cassava,Most recent,1859,AgroMapsAdm1
COL,Colombia,COL030,Valle del Cauca,1,125,Cassava,Most recent,232,AgroMapsAdm1
COL,Colombia,COL032,Vichada,1,125,Cassava,Most recent,195,AgroMapsAdm1
ECU,Ecuador,ECU025,Azuay,1,125,Cassava,Most recent,,AgroMapsAdm1
ECU,Ecuador,ECU001,Azuay,1,125,Cassava,Most recent,230,AgroMapsAdm1
ECU,Ecuador,ECU002,Bolivar,1,125,Cassava,Most recent,220,AgroMapsAdm1
ECU,Ecuador,ECU026,Bolivar,1,125,Cassava,Most recent,,AgroMapsAdm1
ECU,Ecuador,ECU003,Canar,1,125,Cassava,Most recent,350,AgroMapsAdm1
ECU,Ecuador,ECU027,Canar,1,125,Cassava,Most recent,58,AgroMapsAdm1
ECU,Ecuador,ECU028,Carchi,1,125,Cassava,Most recent,,AgroMapsAdm1
ECU,Ecuador,ECU004,Carchi,1,125,Cassava,Most recent,90,AgroMapsAdm1
ECU,Ecuador,ECU024,Centro Suroriente,1,125,Cassava,Most recent,7177,AgroMapsAdm1
ECU,Ecuador,ECU005,Chimborazo,1,125,Cassava,Most recent,80,AgroMapsAdm1
ECU,Ecuador,ECU029,Chimborazo,1,125,Cassava,Most recent,,AgroMapsAdm1
ECU,Ecuador,ECU030,Cotopaxi,1,125,Cassava,Most recent,2932,AgroMapsAdm1
ECU,Ecuador,ECU006,Cotopaxi,1,125,Cassava,Most recent,2770,AgroMapsAdm1
ECU,Ecuador,ECU031,El oro,1,125,Cassava,Most recent,102,AgroMapsAdm1
ECU,Ecuador,ECU008,Esmeraldas,1,125,Cassava,Most recent,330,AgroMapsAdm1
ECU,Ecuador,ECU032,Esmeraldas,1,125,Cassava,Most recent,303,AgroMapsAdm1
ECU,Ecuador,ECU033,Guayas,1,125,Cassava,Most recent,283,AgroMapsAdm1
ECU,Ecuador,ECU010,Guayas,1,125,Cassava,Most recent,400,AgroMapsAdm1
ECU,Ecuador,ECU034,Imbabura,1,125,Cassava,Most recent,137,AgroMapsAdm1
ECU,Ecuador,ECU011,Imbabura,1,125,Cassava,Most recent,190,AgroMapsAdm1
ECU,Ecuador,ECU035,Loja,1,125,Cassava,Most recent,1613,AgroMapsAdm1
ECU,Ecuador,ECU012,Loja,1,125,Cassava,Most recent,4400,AgroMapsAdm1
ECU,Ecuador,ECU036,Los Rios,1,125,Cassava,Most recent,1753,AgroMapsAdm1
ECU,Ecuador,ECU037,Manabi,1,125,Cassava,Most recent,2571,AgroMapsAdm1
ECU,Ecuador,ECU014,Manabi,1,125,Cassava,Most recent,2040,AgroMapsAdm1
ECU,Ecuador,ECU015,Morona Santiago,1,125,Cassava,Most recent,1910,AgroMapsAdm1
ECU,Ecuador,ECU016,Napo,1,125,Cassava,Most recent,2110,AgroMapsAdm1
ECU,Ecuador,ECU023,Nororiente,1,125,Cassava,Most recent,1666,AgroMapsAdm1
ECU,Ecuador,ECU018,Pastaza,1,125,Cassava,Most recent,710,AgroMapsAdm1
ECU,Ecuador,ECU038,Pichincha,1,125,Cassava,Most recent,459,AgroMapsAdm1
ECU,Ecuador,ECU019,Pichincha,1,125,Cassava,Most recent,1900,AgroMapsAdm1
ECU,Ecuador,ECU020,Sucumbios,1,125,Cassava,Most recent,400,AgroMapsAdm1
ECU,Ecuador,ECU039,Tungurahua,1,125,Cassava,Most recent,,AgroMapsAdm1
ECU,Ecuador,ECU022,Zamora Chinchipe,1,125,Cassava,Most recent,2340,AgroMapsAdm1
GUY,Guyana,GUY001,Barima Waini (Region n 1),1,125,Cassava,Most recent,,AgroMapsAdm1
GUY,Guyana,GUY002,Cuyuni/Mazaruni (Region n 7),1,125,Cassava,Most recent,,AgroMapsAdm1
GUY,Guyana,GUY003,Demerara Mahaica (Region n 4),1,125,Cassava,Most recent,,AgroMapsAdm1
GUY,Guyana,GUY004,East Berbice/Corentyne (Region n 6),1,125,Cassava,Most recent,,AgroMapsAdm1
GUY,Guyana,GUY005,Essequibo Islands/West Demerara (Region n 3),1,125,Cassava,Most recent,,AgroMapsAdm1
GUY,Guyana,GUY006,Mahaica Berbice (Region n 5),1,125,Cassava,Most recent,,AgroMapsAdm1
GUY,Guyana,GUY007,Pomeroon/Supenaam (Region n 2),1,125,Cassava,Most recent,,AgroMapsAdm1
GUY,Guyana,GUY008,Potaro/Siparuni (Region n 8),1,125,Cassava,Most recent,,AgroMapsAdm1
GUY,Guyana,GUY009,Upper Demerara/Berbice (Region n 10),1,125,Cassava,Most recent,,AgroMapsAdm1
GUY,Guyana,GUY010,Upper Takutu/Upper Essequibo (Region n 9),1,125,Cassava,Most recent,,AgroMapsAdm1
HTI,Haiti,HTI002,Centre,1,125,Cassava,Most recent,,AgroMapsAdm1
HTI,Haiti,HTI003,Grand-Anse,1,125,Cassava,Most recent,,AgroMapsAdm1
HTI,Haiti,HTI004,Nord,1,125,Cassava,Most recent,,AgroMapsAdm1
HTI,Haiti,HTI005,Nord-Est,1,125,Cassava,Most recent,,AgroMapsAdm1
HTI,Haiti,HTI006,Nord-Ouest,1,125,Cassava,Most recent,,AgroMapsAdm1
HTI,Haiti,HTI007,Ouest,1,125,Cassava,Most recent,,AgroMapsAdm1
HTI,Haiti,HTI008,Sud,1,125,Cassava,Most recent,,AgroMapsAdm1
HTI,Haiti,HTI009,Sud-Est,1,125,Cassava,Most recent,,AgroMapsAdm1
PAN,Panama,PAN001,Bocas del Toro,1,125,Cassava,Most recent,107,AgroMapsAdm1
PAN,Panama,PAN002,Chiriqui,1,125,Cassava,Most recent,910,AgroMapsAdm1
PAN,Panama,PAN003,Cocle,1,125,Cassava,Most recent,945,AgroMapsAdm1
PAN,Panama,PAN004,Colon,1,125,Cassava,Most recent,749,AgroMapsAdm1
PAN,Panama,PAN005,Darien,1,125,Cassava,Most recent,280,AgroMapsAdm1
PAN,Panama,PAN007,Herrera,1,125,Cassava,Most recent,756,AgroMapsAdm1
PAN,Panama,PAN008,Los Santos,1,125,Cassava,Most recent,86,AgroMapsAdm1
PAN,Panama,PAN011,Panama,1,125,Cassava,Most recent,575,AgroMapsAdm1
PAN,Panama,PAN013,Veraguas,1,125,Cassava,Most recent,523,AgroMapsAdm1
PER,Peru,PER001,Amazonas,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER002,Ancash,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER003,Apurimac,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER004,Arequipa,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER005,Ayacucho,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER006,Cajamarca,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER008,Cusco,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER009,Huancavelica,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER010,Huanuco,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER011,Ica,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER012,Junin,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER013,La Libertad,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER014,Lambayeque,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER015,Lima,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER016,Loreto,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER017,Madre de Dios,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER018,Moquegua,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER019,Pasco,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER020,Piura,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER021,Puno,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER022,San Martin,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER023,Tacna,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER024,Tumbes,1,125,Cassava,Most recent,,AgroMapsAdm1
PER,Peru,PER025,Ucayali,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI001,Adjuntas,1,125,Cassava,Most recent,0.8,AgroMapsAdm1
PRI,Puerto Rico,PRI002,Aguada,1,125,Cassava,Most recent,0.4,AgroMapsAdm1
PRI,Puerto Rico,PRI003,Aguadilla,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI004,Aguas buenas,1,125,Cassava,Most recent,3.2,AgroMapsAdm1
PRI,Puerto Rico,PRI005,Aibonito,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI006,Anasco,1,125,Cassava,Most recent,2,AgroMapsAdm1
PRI,Puerto Rico,PRI007,Arecibo,1,125,Cassava,Most recent,0.4,AgroMapsAdm1
PRI,Puerto Rico,PRI008,Arroyo,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI009,Barceloneta,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI010,Barranquitas,1,125,Cassava,Most recent,10.4,AgroMapsAdm1
PRI,Puerto Rico,PRI011,Bayamon,1,125,Cassava,Most recent,2.4,AgroMapsAdm1
PRI,Puerto Rico,PRI012,Cabo Rojo,1,125,Cassava,Most recent,0.8,AgroMapsAdm1
PRI,Puerto Rico,PRI013,Caguas,1,125,Cassava,Most recent,3.6,AgroMapsAdm1
PRI,Puerto Rico,PRI014,Camuy,1,125,Cassava,Most recent,2.4,AgroMapsAdm1
PRI,Puerto Rico,PRI015,Canovanas,1,125,Cassava,Most recent,3.6,AgroMapsAdm1
PRI,Puerto Rico,PRI016,Carolina,1,125,Cassava,Most recent,1.2,AgroMapsAdm1
PRI,Puerto Rico,PRI017,Catano,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI018,Cayey,1,125,Cassava,Most recent,1.2,AgroMapsAdm1
PRI,Puerto Rico,PRI019,Ceibas,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI020,Ciales,1,125,Cassava,Most recent,1.2,AgroMapsAdm1
PRI,Puerto Rico,PRI021,Cidra,1,125,Cassava,Most recent,3.6,AgroMapsAdm1
PRI,Puerto Rico,PRI022,Coamo,1,125,Cassava,Most recent,2,AgroMapsAdm1
PRI,Puerto Rico,PRI023,Comerio,1,125,Cassava,Most recent,3.2,AgroMapsAdm1
PRI,Puerto Rico,PRI024,Corozal,1,125,Cassava,Most recent,16,AgroMapsAdm1
PRI,Puerto Rico,PRI025,Culebra,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI026,Dorado,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI027,Fajardo,1,125,Cassava,Most recent,0.4,AgroMapsAdm1
PRI,Puerto Rico,PRI028,Florida,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI029,Guanica,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI030,Guayama,1,125,Cassava,Most recent,1.2,AgroMapsAdm1
PRI,Puerto Rico,PRI031,Guayanilla,1,125,Cassava,Most recent,1.2,AgroMapsAdm1
PRI,Puerto Rico,PRI032,Guaynabo,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI033,Gurabo,1,125,Cassava,Most recent,2.4,AgroMapsAdm1
PRI,Puerto Rico,PRI034,Hatillo,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI035,Hormigueros,1,125,Cassava,Most recent,0.4,AgroMapsAdm1
PRI,Puerto Rico,PRI036,Humacao,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI037,Isabela,1,125,Cassava,Most recent,4,AgroMapsAdm1
PRI,Puerto Rico,PRI038,Jayuya,1,125,Cassava,Most recent,0.4,AgroMapsAdm1
PRI,Puerto Rico,PRI039,Juana Diaz,1,125,Cassava,Most recent,0.4,AgroMapsAdm1
PRI,Puerto Rico,PRI040,Juncos,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI041,Lajas,1,125,Cassava,Most recent,0.8,AgroMapsAdm1
PRI,Puerto Rico,PRI042,Lares,1,125,Cassava,Most recent,2,AgroMapsAdm1
PRI,Puerto Rico,PRI043,Las Marias,1,125,Cassava,Most recent,2,AgroMapsAdm1
PRI,Puerto Rico,PRI044,Las Piedras,1,125,Cassava,Most recent,5.2,AgroMapsAdm1
PRI,Puerto Rico,PRI045,Loiza,1,125,Cassava,Most recent,0.8,AgroMapsAdm1
PRI,Puerto Rico,PRI046,Luquillo,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI047,Manati,1,125,Cassava,Most recent,0.8,AgroMapsAdm1
PRI,Puerto Rico,PRI048,Maricao,1,125,Cassava,Most recent,0.8,AgroMapsAdm1
PRI,Puerto Rico,PRI049,Maunabo,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI050,Mayaguez,1,125,Cassava,Most recent,2.4,AgroMapsAdm1
PRI,Puerto Rico,PRI051,Moca,1,125,Cassava,Most recent,9.6,AgroMapsAdm1
PRI,Puerto Rico,PRI052,Morovis,1,125,Cassava,Most recent,4,AgroMapsAdm1
PRI,Puerto Rico,PRI053,Naguabo,1,125,Cassava,Most recent,1.2,AgroMapsAdm1
PRI,Puerto Rico,PRI054,Naranjito,1,125,Cassava,Most recent,5.2,AgroMapsAdm1
PRI,Puerto Rico,PRI055,Orocovis,1,125,Cassava,Most recent,5.2,AgroMapsAdm1
PRI,Puerto Rico,PRI056,Patillas,1,125,Cassava,Most recent,2,AgroMapsAdm1
PRI,Puerto Rico,PRI057,Penuelas,1,125,Cassava,Most recent,1.2,AgroMapsAdm1
PRI,Puerto Rico,PRI058,Ponce,1,125,Cassava,Most recent,1.2,AgroMapsAdm1
PRI,Puerto Rico,PRI059,Quebradillas,1,125,Cassava,Most recent,0.8,AgroMapsAdm1
PRI,Puerto Rico,PRI060,Rincon,1,125,Cassava,Most recent,0.8,AgroMapsAdm1
PRI,Puerto Rico,PRI061,Rio Grande,1,125,Cassava,Most recent,3.2,AgroMapsAdm1
PRI,Puerto Rico,PRI062,Sabana Grande,1,125,Cassava,Most recent,0.4,AgroMapsAdm1
PRI,Puerto Rico,PRI063,Salinas,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI064,San German,1,125,Cassava,Most recent,3.6,AgroMapsAdm1
PRI,Puerto Rico,PRI065,San Juan,1,125,Cassava,Most recent,0.4,AgroMapsAdm1
PRI,Puerto Rico,PRI066,San Lorenzo,1,125,Cassava,Most recent,6.8,AgroMapsAdm1
PRI,Puerto Rico,PRI067,San Sebastian,1,125,Cassava,Most recent,0.8,AgroMapsAdm1
PRI,Puerto Rico,PRI068,Santa Isabel,1,125,Cassava,Most recent,0.4,AgroMapsAdm1
PRI,Puerto Rico,PRI069,Toa Alta,1,125,Cassava,Most recent,0.8,AgroMapsAdm1
PRI,Puerto Rico,PRI070,Toa Baja,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI071,Trujillo Alto,1,125,Cassava,Most recent,1.6,AgroMapsAdm1
PRI,Puerto Rico,PRI072,Utuado,1,125,Cassava,Most recent,1.6,AgroMapsAdm1
PRI,Puerto Rico,PRI074,Vega Baja,1,125,Cassava,Most recent,2,AgroMapsAdm1
PRI,Puerto Rico,PRI073,Vega alta,1,125,Cassava,Most recent,,AgroMapsAdm1
PRI,Puerto Rico,PRI075,Vieques,1,125,Cassava,Most recent,0.4,AgroMapsAdm1
PRI,Puerto Rico,PRI076,Villalba,1,125,Cassava,Most recent,4,AgroMapsAdm1
PRI,Puerto Rico,PRI077,Yabucoa,1,125,Cassava,Most recent,0.4,AgroMapsAdm1
PRI,Puerto Rico,PRI078,Yauco,1,125,Cassava,Most recent,0.4,AgroMapsAdm1
SUR,Suriname,SUR002,Commewijne,1,125,Cassava,Most recent,28,AgroMapsAdm1
SUR,Suriname,SUR003,Coronie,1,125,Cassava,Most recent,5,AgroMapsAdm1
SUR,Suriname,SUR004,Marowijne,1,125,Cassava,Most recent,52,AgroMapsAdm1
SUR,Suriname,SUR005,Nickerie,1,125,Cassava,Most recent,10,AgroMapsAdm1
SUR,Suriname,SUR007,Paramaribo,1,125,Cassava,Most recent,96,AgroMapsAdm1
SUR,Suriname,SUR008,Saramacca,1,125,Cassava,Most recent,200,AgroMapsAdm1
SUR,Suriname,SUR010,Wanica,1,125,Cassava,Most recent,114,AgroMapsAdm1
VEN,Venezuela,VEN001,Amazonas,1,125,Cassava,Most recent,3527,AgroMapsAdm1
VEN,Venezuela,VEN002,Anzoategui,1,125,Cassava,Most recent,3066,AgroMapsAdm1
VEN,Venezuela,VEN003,Apure,1,125,Cassava,Most recent,3388,AgroMapsAdm1
VEN,Venezuela,VEN004,Aragua,1,125,Cassava,Most recent,297,AgroMapsAdm1
VEN,Venezuela,VEN005,Barinas,1,125,Cassava,Most recent,6349,AgroMapsAdm1
VEN,Venezuela,VEN006,Bolivar,1,125,Cassava,Most recent,8401,AgroMapsAdm1
VEN,Venezuela,VEN007,Carabobo,1,125,Cassava,Most recent,1503,AgroMapsAdm1
VEN,Venezuela,VEN008,Cojedes,1,125,Cassava,Most recent,2943,AgroMapsAdm1
VEN,Venezuela,VEN009,Delta Amacuro,1,125,Cassava,Most recent,444,AgroMapsAdm1
VEN,Venezuela,VEN010,Distrito Federal,1,125,Cassava,Most recent,20,AgroMapsAdm1
VEN,Venezuela,VEN011,Falcon,1,125,Cassava,Most recent,245,AgroMapsAdm1
VEN,Venezuela,VEN012,Guarico,1,125,Cassava,Most recent,972,AgroMapsAdm1
VEN,Venezuela,VEN013,Lara,1,125,Cassava,Most recent,316,AgroMapsAdm1
VEN,Venezuela,VEN014,Merida,1,125,Cassava,Most recent,1796,AgroMapsAdm1
VEN,Venezuela,VEN015,Miranda,1,125,Cassava,Most recent,2209,AgroMapsAdm1
VEN,Venezuela,VEN016,Monagas,1,125,Cassava,Most recent,6840,AgroMapsAdm1
VEN,Venezuela,VEN017,Nueva Esparta,1,125,Cassava,Most recent,76,AgroMapsAdm1
VEN,Venezuela,VEN018,Portuguesa,1,125,Cassava,Most recent,306,AgroMapsAdm1
VEN,Venezuela,VEN019,Sucre,1,125,Cassava,Most recent,4425,AgroMapsAdm1
VEN,Venezuela,VEN020,Tachira,1,125,Cassava,Most recent,3674,AgroMapsAdm1
VEN,Venezuela,VEN021,Trujillo,1,125,Cassava,Most recent,2825,AgroMapsAdm1
VEN,Venezuela,VEN023,Yaracuy,1,125,Cassava,Most recent,823,AgroMapsAdm1
VEN,Venezuela,VEN024,Zulia,1,125,Cassava,Most recent,4801,AgroMapsAdm1
