CONTINENT_CODE,CONTINENT_NAME,COUNTRY_CODE,COUNTRY_NAME,AREA_CODE,AREA_NAME,ADMIN_LEVEL,ITEM_CODE,ITEM_NAME,YEAR,PRODUCTION,SOURCE,COMMENTS,,
AFR,All African countries,NGA,Nigeria,NGA003,Akwa Ibom,1,125,Cassava,2007,1587690,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA004,Anambra,1,125,Cassava,2007,1608720,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA005,Bauchi,1,125,Cassava,2007,14770,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA006,Bayelsa,1,125,Cassava,2007,454180,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA007,Benue,1,125,Cassava,2007,3571480,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA008,Borno,1,125,Cassava,2007,5000,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA009,Cross River,1,125,Cassava,2007,3210010,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA010,Delta,1,125,Cassava,2007,1401400,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA011,Ebonyi,1,125,Cassava,2007,887540,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA012,Edo,1,125,Cassava,2007,695000,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA013,Ekiti,1,125,Cassava,2007,1215390,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA014,Enugu,1,125,Cassava,2007,2946750,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA015,"FCT, Abuja",1,125,Cassava,2007,44800,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA016,Gombe,1,125,Cassava,2007,7840,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA017,Imo,1,125,Cassava,2007,3290490,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA018,Jigawa,1,125,Cassava,2007,115702.5361,MOA (IITA),Estimated,,
AFR,All African countries,NGA,Nigeria,NGA019,Kaduna,1,125,Cassava,2007,1863300,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA020,Kano,1,125,Cassava,2007,43550,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA021,Katsina,1,125,Cassava,2007,121210,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA022,Kebbi,1,125,Cassava,2007,453440,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA023,Kogi,1,125,Cassava,2007,3631940,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA024,Kwara,1,125,Cassava,2007,1111270,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA025,Lagos,1,125,Cassava,2007,746280,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA026,Nassarawa,1,125,Cassava,2007,871120,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA027,Niger,1,125,Cassava,2007,584200,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA028,Ogun,1,125,Cassava,2007,1829210,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA029,Ondo,1,125,Cassava,2007,2360980,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA030,Osun,1,125,Cassava,2007,738600,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA031,Oyo,1,125,Cassava,2007,1488330,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA032,Plateau,1,125,Cassava,2007,334790,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA033,Rivers,1,125,Cassava,2007,1535450,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA034,Sokoto,1,125,Cassava,2007,10060,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA035,Taraba,1,125,Cassava,2007,2315410,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA036,Yobe,1,125,Cassava,2007,26500,MOA (IITA),,,
AFR,All African countries,NGA,Nigeria,NGA037,Zamfara,1,125,Cassava,2007,790,MOA (IITA),,,
AFR,All African countries,RWA,Rwanda,RWA001,Butare,1,125,Cassava,Most recent,78541,AgroMapsAdm1,,,
AFR,All African countries,RWA,Rwanda,RWA002,Byumba,1,125,Cassava,Most recent,30011,AgroMapsAdm1,,,
AFR,All African countries,RWA,Rwanda,RWA003,Cyangugu,1,125,Cassava,Most recent,81900,AgroMapsAdm1,,,
AFR,All African countries,RWA,Rwanda,RWA004,Gikongoro,1,125,Cassava,Most recent,28575,AgroMapsAdm1,,,
AFR,All African countries,RWA,Rwanda,RWA005,Gisenyi,1,125,Cassava,Most recent,28000,AgroMapsAdm1,,,
AFR,All African countries,RWA,Rwanda,RWA006,Gitarama,1,125,Cassava,Most recent,175140,AgroMapsAdm1,,,
AFR,All African countries,RWA,Rwanda,RWA007,Kibungo,1,125,Cassava,Most recent,105400,AgroMapsAdm1,,,
AFR,All African countries,RWA,Rwanda,RWA008,Kibuye,1,125,Cassava,Most recent,38400,AgroMapsAdm1,,,
AFR,All African countries,RWA,Rwanda,RWA009,Kigali-ngali,1,125,Cassava,Most recent,155400,AgroMapsAdm1,,,
AFR,All African countries,RWA,Rwanda,RWA011,Ruhengeri,1,125,Cassava,Most recent,20575,AgroMapsAdm1,,,
AFR,All African countries,RWA,Rwanda,RWA012,Umutara,1,125,Cassava,Most recent,70500,AgroMapsAdm1,,,
AFR,All African countries,SEN,Senegal,SEN001,Dakar,1,125,Cassava,Most recent,592,AgroMapsAdm1,,,
AFR,All African countries,SEN,Senegal,SEN002,Diourbel,1,125,Cassava,Most recent,4297,AgroMapsAdm1,,,
AFR,All African countries,SEN,Senegal,SEN003,Fatick,1,125,Cassava,Most recent,1863,AgroMapsAdm1,,,
AFR,All African countries,SEN,Senegal,SEN004,Kaolack,1,125,Cassava,Most recent,2260,AgroMapsAdm1,,,
AFR,All African countries,SEN,Senegal,SEN005,Kolda,1,125,Cassava,Most recent,12650,AgroMapsAdm1,,,
AFR,All African countries,SEN,Senegal,SEN006,Louga,1,125,Cassava,Most recent,1092,AgroMapsAdm1,,,
AFR,All African countries,SEN,Senegal,SEN007,Saint Louis,1,125,Cassava,Most recent,335,AgroMapsAdm1,,,
AFR,All African countries,SEN,Senegal,SEN008,Tambacounda,1,125,Cassava,Most recent,520,AgroMapsAdm1,,,
AFR,All African countries,SEN,Senegal,SEN009,Thies,1,125,Cassava,Most recent,272110,AgroMapsAdm1,,,
AFR,All African countries,SEN,Senegal,SEN010,Ziguinchor,1,125,Cassava,Most recent,835,AgroMapsAdm1,,,
AFR,All African countries,SLE,Sierra Leone,SLE001,Eastern,1,125,Cassava,Most recent,,AgroMapsAdm1,,,
AFR,All African countries,SLE,Sierra Leone,SLE002,Northern,1,125,Cassava,Most recent,,AgroMapsAdm1,,,
AFR,All African countries,SLE,Sierra Leone,SLE003,Southern,1,125,Cassava,Most recent,,AgroMapsAdm1,,,
AFR,All African countries,SLE,Sierra Leone,SLE004,Western,1,125,Cassava,Most recent,,AgroMapsAdm1,,,
AFR,All African countries,STP,Sao Tome and Principe,STP001,Principe,1,125,Cassava,Most recent,1135,AgroMapsAdm1,,,
AFR,All African countries,STP,Sao Tome and Principe,STP002,Sao Tome,1,125,Cassava,Most recent,3456,AgroMapsAdm1,,,
AFR,All African countries,SWZ,Swaziland,SWZ001,Hhohho,1,125,Cassava,Most recent,,AgroMapsAdm1,,,
AFR,All African countries,SWZ,Swaziland,SWZ002,Lubombo,1,125,Cassava,Most recent,26,AgroMapsAdm1,,,
AFR,All African countries,SWZ,Swaziland,SWZ003,Manzini,1,125,Cassava,Most recent,,AgroMapsAdm1,,,
AFR,All African countries,SWZ,Swaziland,SWZ004,Shiselweni,1,125,Cassava,Most recent,0,AgroMapsAdm1,,,
AFR,All African countries,TGO,Togo,TGO001,Centre,1,125,Cassava,Most recent,250693,AgroMapsAdm1,,,
AFR,All African countries,TGO,Togo,TGO002,Kara,1,125,Cassava,Most recent,49660,AgroMapsAdm1,,,
AFR,All African countries,TGO,Togo,TGO003,Maritime,1,125,Cassava,Most recent,318801,AgroMapsAdm1,,,
AFR,All African countries,TGO,Togo,TGO004,Plateaux,1,125,Cassava,Most recent,379386,AgroMapsAdm1,,,
AFR,All African countries,TGO,Togo,TGO005,Savanes,1,125,Cassava,Most recent,,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA001,ADJUMANI,1,125,Cassava,Most recent,51767,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA004,BUGIRI,1,125,Cassava,Most recent,50536,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA005,BUNDIBUGYO,1,125,Cassava,Most recent,21040,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA006,BUSHENYI,1,125,Cassava,Most recent,24254,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA007,BUSIA,1,125,Cassava,Most recent,33870,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA009,HOIMA,1,125,Cassava,Most recent,60932,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA011,JINJA,1,125,Cassava,Most recent,29533,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA012,KABALE,1,125,Cassava,Most recent,214,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA014,KALANGALA,1,125,Cassava,Most recent,7950,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA015,KAMPALA,1,125,Cassava,Most recent,1054,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA018,KASESE,1,125,Cassava,Most recent,56605,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA020,KIBAALE,1,125,Cassava,Most recent,48094,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA021,KIBOGA,1,125,Cassava,Most recent,14186,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA022,KISORO,1,125,Cassava,Most recent,221,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA028,MASAKA,1,125,Cassava,Most recent,64965,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA033,MOYO,1,125,Cassava,Most recent,4996,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA037,NAKASONGOLA,1,125,Cassava,Most recent,49405,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA038,NEBBI,1,125,Cassava,Most recent,194456,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA039,NTUNGAMO,1,125,Cassava,Most recent,4551,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA043,SSEMBABULE,1,125,Cassava,Most recent,12744,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA048,KABAROLE,1,125,Cassava,Most recent,51486,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA049,KAMWENGE,1,125,Cassava,Most recent,20931,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA050,KAYUNGA,1,125,Cassava,Most recent,33867,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA051,KITGUM,1,125,Cassava,Most recent,272,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA052,KYENJOJO,1,125,Cassava,Most recent,38552,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA053,MAYUGE,1,125,Cassava,Most recent,26821,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA055,MPIGI,1,125,Cassava,Most recent,39219,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA056,MUKONO,1,125,Cassava,Most recent,41669,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA057,PADER,1,125,Cassava,Most recent,4845,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA058,SIRONKO,1,125,Cassava,Most recent,9238,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA059,WAKISO,1,125,Cassava,Most recent,21712,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA060,YUMBE,1,125,Cassava,Most recent,52463,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA061,KABERAMAIDO,1,125,Cassava,Most recent,23989,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA062,KANUNGU,1,125,Cassava,Most recent,5674,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA063,MOROTO,1,125,Cassava,Most recent,0,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA064,NAKAPIRIPIRIT,1,125,Cassava,Most recent,565,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA065,RUKUNGIRI,1,125,Cassava,Most recent,3013,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA066,SOROTI,1,125,Cassava,Most recent,141331,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA067,AMOLATAR,1,125,Cassava,Most recent,13138,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA068,AMURIA,1,125,Cassava,Most recent,10870,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA070,BUKWO,1,125,Cassava,Most recent,89,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA071,BUTALEJA,1,125,Cassava,Most recent,29190,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA072,IBANDA,1,125,Cassava,Most recent,13505,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA073,ISINGIRO,1,125,Cassava,Most recent,7518,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA074,KAABONG,1,125,Cassava,Most recent,1318,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA075,KALIRO,1,125,Cassava,Most recent,16581,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA076,KAMULI,1,125,Cassava,Most recent,108863,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA077,KAPCHORWA,1,125,Cassava,Most recent,920,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA078,KATAKWI,1,125,Cassava,Most recent,11569,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA079,KIRUHURA,1,125,Cassava,Most recent,12799,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA080,KOBOKO,1,125,Cassava,Most recent,10739,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA083,LUWERO,1,125,Cassava,Most recent,39732,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA084,MANAFWA,1,125,Cassava,Most recent,3776,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA086,MBARARA,1,125,Cassava,Most recent,3538,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA087,MITYANA,1,125,Cassava,Most recent,9666,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA088,MUBENDE,1,125,Cassava,Most recent,41188,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA089,NAKASEKE,1,125,Cassava,Most recent,13771,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA090,TORORO,1,125,Cassava,Most recent,174962,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA091,ABIM,1,125,Cassava,Most recent,509,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA092,AMURU,1,125,Cassava,Most recent,47111,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA093,APAC,1,125,Cassava,Most recent,239932,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA094,ARUA,1,125,Cassava,Most recent,147010,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA095,BUDAKA,1,125,Cassava,Most recent,13200,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA096,BUDUDA,1,125,Cassava,Most recent,11498,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA097,BUKEDEA,1,125,Cassava,Most recent,45090,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA098,BULIISA,1,125,Cassava,Most recent,27748,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA099,DOKOLO,1,125,Cassava,Most recent,42531,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA100,GULU,1,125,Cassava,Most recent,28933,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA101,IGANGA,1,125,Cassava,Most recent,164995,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA102,KOTIDO,1,125,Cassava,Most recent,0,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA103,KUMI,1,125,Cassava,Most recent,36564,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA104,LIRA,1,125,Cassava,Most recent,13821,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA105,LYANTONDE,1,125,Cassava,Most recent,4093,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA106,MASINDI,1,125,Cassava,Most recent,39515,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA107,MBALE,1,125,Cassava,Most recent,32222,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA108,NAMUTUMBA,1,125,Cassava,Most recent,52043,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA110,OYAM,1,125,Cassava,Most recent,75593,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA111,PALLISA,1,125,Cassava,Most recent,33435,AgroMapsAdm1,,,
AFR,All African countries,UGA,Uganda,UGA112,RAKAI,1,125,Cassava,Most recent,14589,AgroMapsAdm1,,,
AFR,All African countries,ZMB,Zambia,ZMB001,Central,1,125,Cassava,Most recent,55307.26257,IITA,,,
AFR,All African countries,ZMB,Zambia,ZMB002,Copperbelt,1,125,Cassava,Most recent,13519.55307,IITA,,,
AFR,All African countries,ZMB,Zambia,ZMB003,Eastern,1,125,Cassava,Most recent,20893.85475,IITA,,,
AFR,All African countries,ZMB,Zambia,ZMB004,Lake Mweru,1,125,Cassava,Most recent,NA,IITA,,,
AFR,All African countries,ZMB,Zambia,ZMB005,Luapula,1,125,Cassava,Most recent,308904.1096,IITA,,,
AFR,All African countries,ZMB,Zambia,ZMB006,Lusaka,1,125,Cassava,Most recent,NA,IITA,,,
AFR,All African countries,ZMB,Zambia,ZMB007,North Western,1,125,Cassava,Most recent,184357.5419,IITA,,,
AFR,All African countries,ZMB,Zambia,ZMB008,Northern,1,125,Cassava,Most recent,482191.7808,IITA,,,
AFR,All African countries,ZMB,Zambia,ZMB009,Southern,1,125,Cassava,Most recent,0,IITA,,,
AFR,All African countries,ZMB,Zambia,ZMB010,Western,1,125,Cassava,Most recent,139383.5616,IITA,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA001,Arusha,1,125,Cassava,2010,1860,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA002,Dar-Es-Salaam,1,125,Cassava,2010,21840,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA003,Dodoma,1,125,Cassava,2010,51110,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA004,Iringa,1,125,Cassava,2010,30620,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA005,Kagera,1,126,Cassava,2010,332320,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA006,Kaskazini-Pemba,1,127,Cassava,2010,,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA007,Kaskazini-Unguja,1,128,Cassava,2010,,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA008,Kigoma,1,129,Cassava,2010,368530,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA009,Kilimanjaro,1,130,Cassava,2010,53620,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA010,Kusini Unguja,1,131,Cassava,2010,,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA011,Kusini Pemba,1,132,Cassava,2010,,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA012,L. Victoria,1,133,Cassava,2010,0,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA013,Lindi,1,134,Cassava,2010,154630,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA014,Mara,1,135,Cassava,2010,432220,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA015,Mbeya,1,136,Cassava,2010,87310,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA016,Mjini-Magharibi,1,137,Cassava,2010,,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA017,Morogoro,1,138,Cassava,2010,201720,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA018,Mtwara,1,125,Cassava,2010,502710,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA019,Mwanza,1,125,Cassava,2010,254930,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA020,Pwani,1,125,Cassava,2010,505880,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA021,Rukwa,1,125,Cassava,2010,241030,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA022,Ruvuma,1,125,Cassava,2010,259650,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA023,Shinyanga,1,125,Cassava,2010,551820,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA024,Singida,1,125,Cassava,2010,40730,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA025,Tabora,1,125,Cassava,2010,88920,Ministry Agriculture,,,
AFR,All African countries,TZA,United Republic of Tanzania,TZA026,Tanga,1,125,Cassava,2010,366480,Ministry Agriculture,,,
